"measure_1","measure_2","tau","networks"
"length_scaled_betweenness","random_walk",0.6888,19
"hide_information","s_core",-0.6888,19
"hide_information","weighted_kshell",-0.6888,19
"centroid","local_volume_dimension",-0.6887,19
"fuzzy_local_dimension","onion",0.6886,19
"authority","constraint",-0.6884,19
"information","length_scaled_betweenness",0.6882,19
"entropy_variation_degree","leverage",0.688,19
"constraint","renewed_coreness",-0.688,19
"closeness_vitality","current_flow_betweenness",-0.6879,19
"length_scaled_betweenness","spanning_tree",0.6877,19
"current_flow_closeness","length_scaled_betweenness",0.6876,19
"community_mediator","hub",0.6875,19
"mnc","two_way_rw",0.6875,13
"laplacian","local_dimension_fixed",-0.6874,19
"effective_size","mnc",0.6871,18
"community_based","renewed_coreness",0.687,19
"community_hub_bridge","mnc",0.6868,18
"dangalchev","enrenew",0.6867,19
"decay","enrenew",0.6867,19
"enrenew","generalized_closeness",0.6867,19
"enrenew","residual_closeness",0.6867,19
"heatmap","kpath",-0.6866,19
"fragmentation","renewed_coreness",0.6866,14
"fragmentation","infection",0.6863,14
"community_hub_bridge","cross_clique",0.6862,19
"ego_betweenness","flow_betweenness",0.6862,19
"hindex_strength","two_way_rw",0.6862,14
"lobby","two_way_rw",0.6862,14
"community_mediator","delta_betweenness",0.6858,19
"delta_closeness","ego_betweenness",0.6858,19
"ego_betweenness","gilschmidt",0.6858,19
"local_bridging","shapley_game2",-0.6858,19
"integration","leverage",0.6857,19
"average_distance","renewed_coreness",-0.6857,19
"barycenter","renewed_coreness",0.6857,19
"closeness","renewed_coreness",0.6857,19
"lin","renewed_coreness",0.6857,19
"radiality","renewed_coreness",0.6857,19
"current_flow_betweenness","voterank",0.6857,19
"renewed_coreness","wiener",-0.6857,19
"coreness","dangalchev",0.6855,19
"coreness","decay",0.6855,19
"collective_influence","fragmentation",0.6855,14
"coreness","generalized_closeness",0.6855,19
"dangalchev","local_hindex",0.6855,19
"decay","local_hindex",0.6855,19
"generalized_closeness","local_hindex",0.6855,19
"coreness","residual_closeness",0.6855,19
"local_hindex","residual_closeness",0.6855,19
"dangalchev","s_core",0.6855,19
"decay","s_core",0.6855,19
"generalized_closeness","s_core",0.6855,19
"residual_closeness","s_core",0.6855,19
"dangalchev","weighted_kshell",0.6855,19
"decay","weighted_kshell",0.6855,19
"generalized_closeness","weighted_kshell",0.6855,19
"residual_closeness","weighted_kshell",0.6855,19
"delta_closeness","local_dimension",-0.6854,19
"gilschmidt","local_dimension",-0.6854,19
"ego_betweenness","harmonic",0.6853,19
"ego_betweenness","reaching_local",0.6853,19
"comm_centrality","hub",0.6849,19
"harmonic","local_dimension",-0.6849,19
"hide_information","local_dimension",0.6848,19
"local_dimension","reaching_local",-0.6848,19
"average_distance","collective_influence",-0.6847,19
"barycenter","collective_influence",0.6847,19
"closeness","collective_influence",0.6847,19
"collective_influence","lin",0.6847,19
"collective_influence","radiality",0.6847,19
"collective_influence","wiener",-0.6847,19
"hide_information","stress",-0.6845,19
"local_bridging","semilocal",-0.6844,19
"shapley_game1","two_way_rw",0.6844,14
"enrenew","fragmentation",0.6841,14
"collective_influence","markov",0.6841,19
"constraint","s_shell",-0.6839,19
"fuzzy_local_dimension","weighted_h_index",0.6839,19
"flow_betweenness","stress",0.6837,19
"hindex_strength","leverage",0.6836,19
"leverage","lobby",0.6836,19
"lac","local_volume_dimension",-0.6834,18
"local_volume_dimension","redundancy",-0.6834,18
"effective_size","hindex_strength",0.6833,19
"effective_size","lobby",0.6833,19
"current_flow_betweenness","laplacian",0.6831,19
"communicability_betweenness","stress",0.6831,19
"bottleneck","percolation",0.683,19
"betweenness","bottleneck",0.6829,19
"comm_centrality","heatmap",-0.6828,19
"hide_information","local_dimension_fixed",0.6827,19
"centroid","two_way_rw",0.6822,14
"community_based","two_way_rw",0.6821,14
"dangalchev","ego_betweenness",0.682,19
"decay","ego_betweenness",0.682,19
"ego_betweenness","generalized_closeness",0.682,19
"delta_betweenness","markov",0.682,19
"ego_betweenness","residual_closeness",0.682,19
"delta_betweenness","hide_information",-0.6819,19
"eigenvector","local_dimension",-0.6819,19
"current_flow_betweenness","hindex_strength",0.6817,19
"current_flow_betweenness","lobby",0.6817,19
"community_mediator","length_scaled_betweenness",0.6816,19
"betweenness","random_walk",0.6816,19
"percolation","random_walk",0.6816,19
"communicability","local_dimension",-0.6815,19
"epc","local_volume_dimension",-0.6815,14
"hindex_strength","local_dimension_fixed",-0.6813,19
"lobby","local_dimension_fixed",-0.6813,19
"betweenness","information",0.6812,19
"centroid","topological_coefficient",-0.6812,19
"ego_betweenness","markov",0.6811,19
"information","percolation",0.6811,19
"ego_betweenness","random_walk",0.6811,19
"constraint","nonbacktracking",-0.6809,19
"ego_betweenness","information",0.6806,19
"load","random_walk",0.6806,19
"percolation","spanning_tree",0.6806,19
"community_based","lac",0.6805,18
"epc","local_dimension_fixed",-0.6805,14
"current_flow_closeness","percolation",0.6805,19
"community_based","redundancy",0.6805,18
"betweenness","spanning_tree",0.6805,19
"betweenness","current_flow_closeness",0.6804,19
"delta_betweenness","wvoterank",0.6804,19
"authority","local_dimension",-0.6803,19
"average_distance","infection",-0.6802,14
"barycenter","infection",0.6802,14
"closeness","infection",0.6802,14
"infection","lin",0.6802,14
"information","load",0.6802,19
"infection","radiality",0.6802,14
"infection","wiener",-0.6802,14
"entropy_variation_degree","neighborhood_connectivity",-0.6801,19
"constraint","semilocal",-0.6801,19
"local_dimension","nonbacktracking",-0.68,19
"ego_betweenness","spanning_tree",0.6799,19
"current_flow_closeness","load",0.6798,19
"current_flow_closeness","ego_betweenness",0.6797,19
"bottleneck","load",0.6797,19
"heatmap","hindex_strength",-0.6796,19
"collective_influence","integration",0.6796,19
"heatmap","lobby",-0.6796,19
"katz","leverage",0.6795,19
"load","spanning_tree",0.6795,19
"enrenew","laplacian",0.6793,19
"closeness_vitality","local_entropy",0.6793,19
"cross_clique","leverage",0.6791,19
"local_bridging","weighted_h_index",-0.6791,19
"community_mediator","ego_betweenness",0.679,19
"entropy_variation_degree","shapley_game1",0.679,19
"node_contraction_improved","wvoterank",0.6789,14
"current_flow_betweenness","kpath",0.6788,19
"communicability_betweenness","lac",0.6788,18
"communicability_betweenness","redundancy",0.6788,18
"pagerank","s_shell",0.6788,19
"node_contraction","weighted_h_index",0.6788,19
"bottleneck","delta_betweenness",0.6787,19
"enrenew","kpath",0.6784,19
"bottleneck","length_scaled_betweenness",0.6784,19
"community_based","delta_betweenness",0.6777,19
"length_scaled_betweenness","markov",0.6777,19
"dangalchev","shapley_game1",0.6773,19
"decay","shapley_game1",0.6773,19
"generalized_closeness","shapley_game1",0.6773,19
"residual_closeness","shapley_game1",0.6773,19
"enrenew","wvoterank",0.677,19
"infection","local_volume_dimension",-0.6769,14
"hide_information","length_scaled_betweenness",-0.6768,19
"lac","markov",0.6768,18
"markov","redundancy",0.6768,18
"local_dimension_fixed","shapley_game2",-0.6765,19
"constraint","weighted_h_index",-0.6763,19
"infection","local_entropy",-0.6759,14
"coreness","local_entropy",-0.6758,19
"local_entropy","local_hindex",-0.6758,19
"local_entropy","s_core",-0.6758,19
"comm_centrality","s_shell",0.6758,19
"local_entropy","weighted_kshell",-0.6758,19
"constraint","flow_betweenness",-0.6757,19
"length_scaled_betweenness","wvoterank",0.6756,19
"constraint","mnc",-0.6753,18
"epc","renewed_coreness",0.6753,14
"flow_betweenness","onion",0.6751,19
"renewed_coreness","weighted_h_index",0.6751,19
"community_mediator","flow_betweenness",0.675,19
"community_hub_bridge","gravity",0.6748,19
"enrenew","local_dimension",-0.6748,19
"pagerank","voterank",0.6745,19
"delta_closeness","two_way_rw",0.6743,14
"gilschmidt","two_way_rw",0.6743,14
"community_mediator","load",0.6742,19
"single_discount","voterank_plus",0.674,19
"comm_centrality","weighted_h_index",0.674,19
"random_walk","shapley_game1",0.6739,19
"coreness","local_bridging",-0.6736,19
"local_bridging","local_hindex",-0.6736,19
"local_bridging","s_core",-0.6736,19
"information","shapley_game1",0.6736,19
"local_bridging","weighted_kshell",-0.6736,19
"community_based","length_scaled_betweenness",0.6735,19
"integration","renewed_coreness",0.6735,19
"harmonic","two_way_rw",0.6733,14
"reaching_local","two_way_rw",0.6733,14
"community_hub_bridge","pagerank",0.6731,19
"coreness","pagerank",0.6731,19
"local_hindex","pagerank",0.6731,19
"pagerank","s_core",0.6731,19
"pagerank","weighted_kshell",0.6731,19
"shapley_game1","spanning_tree",0.673,19
"community_mediator","percolation",0.6729,19
"flow_betweenness","topological_coefficient",-0.6729,19
"betweenness","community_mediator",0.6728,19
"epc","local_dimension",-0.6728,14
"collective_influence","epc",0.6727,14
"community_mediator","s_shell",0.6727,19
"current_flow_closeness","shapley_game1",0.6727,19
"load","wvoterank",0.6727,19
"hub","renewed_coreness",0.6725,19
"markov","shapley_game1",0.6725,19
"local_dimension","onion",-0.6723,19
"comm_centrality","current_flow_betweenness",0.6721,19
"comm_centrality","effective_size",0.6721,19
"heatmap","hide_information",0.6718,19
"community_hub_bridge","local_bridging",-0.6718,19
"betweenness","wvoterank",0.6718,19
"percolation","wvoterank",0.6717,19
"closeness_vitality","comm_centrality",-0.6716,19
"community_mediator","cross_clique",0.6715,19
"community_hub_bridge","markov",0.6715,19
"node_contraction","voterank",0.6715,19
"bottleneck","ego_betweenness",0.6714,19
"diffusion","local_dimension",-0.6713,19
"harary","lac",0.6711,18
"harary","redundancy",0.6711,18
"community_based","stress",0.6711,19
"betweenness","markov",0.671,19
"markov","percolation",0.671,19
"gravity","two_way_rw",0.671,14
"comm_centrality","community_hub_bridge",0.6708,19
"closeness_vitality","flow_betweenness",-0.6707,19
"constraint","onion",-0.6707,19
"delta_closeness","local_dimension_fixed",-0.6705,19
"gilschmidt","local_dimension_fixed",-0.6705,19
"lac","s_shell",0.6705,18
"redundancy","s_shell",0.6705,18
"harary","wvoterank",0.6704,19
"community_hub_bridge","random_walk",0.6702,19
"load","markov",0.6701,19
"average_distance","local_volume_dimension",0.67,19
"barycenter","local_volume_dimension",-0.67,19
"closeness","local_volume_dimension",-0.67,19
"lin","local_volume_dimension",-0.67,19
"local_volume_dimension","radiality",-0.67,19
"local_volume_dimension","wiener",0.67,19
"leverage","within_module_z",0.67,19
"collective_influence","community_based",0.6699,19
"community_hub_bridge","harary",0.6698,19
"community_hub_bridge","information",0.6698,19
"harmonic","local_dimension_fixed",-0.6696,19
"comm_centrality","coreness",0.6695,19
"comm_centrality","local_hindex",0.6695,19
"local_dimension_fixed","reaching_local",-0.6695,19
"comm_centrality","s_core",0.6695,19
"comm_centrality","weighted_kshell",0.6695,19
"effective_size","two_way_rw",0.6694,14
"community_hub_bridge","katz",0.6693,19
"cross_clique","two_way_rw",0.6691,14
"ego_betweenness","topological_coefficient",-0.6689,19
"coreness","local_volume_dimension",-0.6688,19
"local_hindex","local_volume_dimension",-0.6688,19
"local_volume_dimension","s_core",-0.6688,19
"local_volume_dimension","weighted_kshell",-0.6688,19
"comm_centrality","community_mediator",0.6687,19
"hub","local_dimension",-0.6686,19
"bottleneck","effective_size",0.6685,19
"degree","topological_coefficient",-0.6685,19
"expected_influence_1","topological_coefficient",-0.6685,19
"strength","topological_coefficient",-0.6685,19
"community_based","ego_betweenness",0.6682,19
"community_hub_bridge","spanning_tree",0.6679,19
"community_mediator","onion",0.6677,19
"infection","integration",0.6676,14
"betweenness","hide_information",-0.6675,19
"hide_information","percolation",-0.6675,19
"effective_size","voterank",0.6675,19
"degree","voterank",0.6674,19
"expected_influence_1","voterank",0.6674,19
"strength","voterank",0.6674,19
"comm_centrality","constraint",-0.6671,19
"average_distance","ego_betweenness",-0.6669,19
"barycenter","ego_betweenness",0.6669,19
"closeness","ego_betweenness",0.6669,19
"ego_betweenness","lin",0.6669,19
"ego_betweenness","radiality",0.6669,19
"ego_betweenness","wiener",-0.6669,19
"fragmentation","kreach",0.6668,4
"gravity","stress",0.6667,19
"community_hub_bridge","node_contraction_improved",0.6666,14
"lac","random_walk",0.6666,18
"random_walk","redundancy",0.6666,18
"enrenew","two_way_rw",0.6665,14
"information","lac",0.6662,18
"information","redundancy",0.6662,18
"comm_centrality","leverage",0.6661,19
"dangalchev","local_dimension",-0.6661,19
"decay","local_dimension",-0.6661,19
"generalized_closeness","local_dimension",-0.6661,19
"local_dimension","residual_closeness",-0.6661,19
"closeness_vitality","stress",-0.6661,19
"heatmap","voterank",-0.666,19
"node_contraction_improved","renewed_coreness",0.6658,14
"markov","two_way_rw",0.6658,14
"hide_information","load",-0.6656,19
"lac","spanning_tree",0.6656,18
"redundancy","spanning_tree",0.6656,18
"diffusion","flow_betweenness",0.6653,19
"expected_influence_2","local_dimension",-0.6653,19
"current_flow_closeness","lac",0.6652,18
"current_flow_closeness","redundancy",0.6652,18
"local_dimension_fixed","subgraph",-0.6651,19
"community_hub_bridge","current_flow_closeness",0.665,19
"constraint","hub",-0.6647,19
"communicability_betweenness","local_dimension",-0.6647,19
"kreach","shapley_game3",0.6646,7
"community_mediator","fuzzy_local_dimension",0.6645,19
"collective_influence","leverage",0.6645,19
"neighborhood_connectivity","topological_coefficient",0.6645,19
"centroid","wvoterank",0.6644,19
"local_bridging","s_shell",-0.6639,19
"community_mediator","local_entropy",-0.6635,19
"local_entropy","renewed_coreness",-0.6634,19
"effective_size","enrenew",0.6633,19
"delta_closeness","lac",0.663,18
"gilschmidt","lac",0.663,18
"delta_closeness","redundancy",0.663,18
"gilschmidt","redundancy",0.663,18
"average_distance","coreness",-0.6629,19
"barycenter","coreness",0.6629,19
"closeness","coreness",0.6629,19
"coreness","lin",0.6629,19
"average_distance","local_hindex",-0.6629,19
"barycenter","local_hindex",0.6629,19
"closeness","local_hindex",0.6629,19
"lin","local_hindex",0.6629,19
"coreness","radiality",0.6629,19
"local_hindex","radiality",0.6629,19
"average_distance","s_core",-0.6629,19
"barycenter","s_core",0.6629,19
"closeness","s_core",0.6629,19
"lin","s_core",0.6629,19
"radiality","s_core",0.6629,19
"average_distance","weighted_kshell",-0.6629,19
"barycenter","weighted_kshell",0.6629,19
"closeness","weighted_kshell",0.6629,19
"lin","weighted_kshell",0.6629,19
"radiality","weighted_kshell",0.6629,19
"coreness","wiener",-0.6629,19
"local_hindex","wiener",-0.6629,19
"s_core","wiener",-0.6629,19
"weighted_kshell","wiener",-0.6629,19
"effective_size","local_dimension_fixed",-0.6628,19
"enrenew","voterank",0.6628,19
"harmonic","lac",0.6626,18
"lac","reaching_local",0.6626,18
"harmonic","redundancy",0.6626,18
"reaching_local","redundancy",0.6626,18
"current_flow_betweenness","two_way_rw",0.6625,14
"community_hub_bridge","epc",0.6622,14
"flow_betweenness","subgraph",0.6622,19
"collective_influence","gravity",0.6621,19
"betweenness","community_based",0.6619,19
"community_based","percolation",0.6619,19
"cross_clique","renewed_coreness",0.6617,19
"community_based","load",0.6615,19
"epc","lac",0.6613,13
"kpath","leverage",0.6613,19
"epc","redundancy",0.6613,13
"average_distance","topological_coefficient",0.6611,19
"barycenter","topological_coefficient",-0.6611,19
"closeness","topological_coefficient",-0.6611,19
"lin","topological_coefficient",-0.6611,19
"radiality","topological_coefficient",-0.6611,19
"topological_coefficient","wiener",0.6611,19
