"measure_1","measure_2","tau","networks"
"residual_closeness","rumor",0.2509,19
"bridging","renewed_coreness",0.2507,19
"entropy","leverage",-0.2505,5
"local_efficiency","node_contraction",-0.2504,18
"community_hub_bridge","flow_coefficient",0.2501,18
"geodesic_kpath","local_entropy",-0.25,19
"epc","transitivity",-0.25,13
"flow_coefficient","renewed_coreness",0.2499,18
"coreness","modularity_vitality",-0.2497,19
"local_hindex","modularity_vitality",-0.2497,19
"modularity_vitality","s_core",-0.2497,19
"modularity_vitality","weighted_kshell",-0.2497,19
"bridging","communicability",0.2496,19
"entropy","renewed_coreness",-0.2496,5
"bottleneck","rumor",0.2495,19
"clusterrank","fuzzy_local_dimension",0.2493,18
"participation","voterank",0.2488,19
"neighborhood_connectivity","nonbacktracking",-0.2486,19
"bridging","eigenvector",0.2484,19
"community_mediator","local_efficiency",-0.2476,18
"eigenvector","neighborhood_connectivity",-0.2472,19
"enrenew","participation",0.2469,19
"geodesic_kpath","weighted_h_index",0.2467,19
"access_information","lac",0.2466,18
"access_information","redundancy",0.2466,18
"communicability","neighborhood_connectivity",-0.2464,19
"local_efficiency","within_module_z",-0.2464,18
"bridging","within_module_z",0.2463,19
"distance_entropy","ncvoterank",0.246,19
"heatmap","second_order",0.246,19
"bridging","nonbacktracking",0.2459,19
"eccentricity","transitivity",0.2452,17
"ego_betweenness","second_order",-0.2445,19
"diffusion","flow_coefficient",0.2442,18
"closeness_vitality","clusterrank",-0.2438,18
"ego_betweenness","modularity_vitality",-0.2435,19
"access_information","within_module_z",0.2433,19
"authority","neighborhood_connectivity",-0.2432,19
"gravity","transitivity",-0.2429,18
"constraint","geodesic_kpath",-0.2428,19
"katz","transitivity",-0.2426,18
"rumor","stress",0.2425,19
"fragmentation","rumor",0.2423,14
"expected","geodesic_kpath",0.2422,19
"gateway","shapley_game2",0.2422,19
"eccentricity","within_module_z",-0.242,18
"geodesic_kpath","semilocal",0.2418,19
"communicability","flow_coefficient",0.2409,18
"expected_influence_2","flow_coefficient",0.2406,18
"entropy","shapley_game3",-0.24,5
"authority","flow_coefficient",0.2395,18
"access_information","dmnc",0.239,18
"flow_coefficient","hub",0.239,18
"eigenvector","flow_coefficient",0.2389,18
"expected_influence_2","geodesic_kpath",0.2387,19
"bottleneck","eccentricity",-0.2386,18
"modularity_vitality","pagerank",-0.2386,19
"communicability","geodesic_kpath",0.2382,19
"diffusion","geodesic_kpath",0.2381,19
"eigenvector","geodesic_kpath",0.2379,19
"flow_coefficient","semilocal",0.2377,18
"local_dimension_fixed","local_efficiency",0.2375,18
"diversity","second_order",-0.2373,5
"diversity","rumor",0.2372,5
"expected","flow_coefficient",0.237,18
"distance_entropy","local_entropy",-0.2363,19
"centroid","local_efficiency",-0.2362,18
"geodesic_kpath","hindex_strength",0.2361,19
"geodesic_kpath","lobby",0.2361,19
"local_bridging","modularity_vitality",0.2361,19
"epc","modularity_vitality",-0.236,14
"bottleneck","shapley_game3",0.2359,18
"degree_discount","shapley_game1",0.2358,19
"bridging","subgraph",0.2357,19
"local_efficiency","pagerank",-0.2355,18
"modularity_vitality","shapley_game3",-0.2351,18
"laplacian","transitivity",-0.2349,18
"authority","geodesic_kpath",0.2345,19
"distance_entropy","geodesic_kpath",0.2344,19
"heatmap","rumor",-0.2339,19
"harmonic","rumor",0.2335,19
"reaching_local","rumor",0.2335,19
"local_volume_dimension","shapley_game3",-0.2335,18
"distance_entropy","local_volume_dimension",-0.2334,19
"flow_coefficient","subgraph",0.2332,18
"dmnc","local_entropy",-0.2327,18
"geodesic_kpath","hub",0.2324,19
"local_information_dimension","participation",0.2319,19
"modularity_vitality","node_contraction",-0.2316,19
"flow_betweenness","local_efficiency",-0.2314,18
"delta_closeness","rumor",0.2314,19
"gilschmidt","rumor",0.2314,19
"hide_information","local_efficiency",0.2311,18
"flow_coefficient","shapley_game3",0.231,17
"entropy","node_contraction",-0.2308,5
"entropy_variation_degree","local_information_dimension",0.2307,19
"entropy","ncvoterank",-0.2305,5
"dmnc","nonbacktracking",0.2305,18
"length_scaled_betweenness","modularity_vitality",-0.2301,19
"betweenness","modularity_vitality",-0.23,19
"modularity_vitality","percolation",-0.23,19
"dmnc","subgraph",0.2296,18
"eccentricity","lac",-0.2295,17
"eccentricity","redundancy",-0.2295,17
"dmnc","infection",0.2294,13
"local_bridging","local_efficiency",0.2292,18
"diffusion","neighborhood_connectivity",-0.2292,19
"geodesic_kpath","subgraph",0.229,19
"access_information","two_way_rw",0.229,14
"flow_coefficient","nonbacktracking",0.2288,18
"access_information","modularity_vitality",0.2287,19
"renewed_coreness","transitivity",-0.2286,18
"kpath","transitivity",-0.2283,18
"participation","voterank_plus",0.2282,19
"shapley_game3","within_module_z",0.2282,18
"load","modularity_vitality",-0.2279,19
"clusterrank","integration",0.2278,18
"kreach","lac",0.2278,6
"delta_betweenness","modularity_vitality",-0.2278,19
"kreach","redundancy",0.2278,6
"local_efficiency","node_contraction_improved",-0.2274,13
"heatmap","modularity_vitality",0.2264,19
"distance_entropy","entropy",-0.2262,5
"average_distance","clusterrank",-0.2261,18
"barycenter","clusterrank",0.2261,18
"closeness","clusterrank",0.2261,18
"clusterrank","lin",0.2261,18
"clusterrank","radiality",0.2261,18
"clusterrank","wiener",-0.2261,18
"flow_coefficient","weighted_h_index",0.2259,18
"clusterrank","local_dimension",-0.2253,18
"closeness_vitality","diversity",-0.2246,5
"degree_discount","two_way_rw",0.2238,14
"bottleneck","second_order",-0.2236,19
"entropy","voterank",-0.2234,5
"entropy_variation_betweenness","participation",0.2233,14
"local_information_dimension","modularity_vitality",-0.2232,19
"dmnc","expected",0.2231,18
"local_dimension","modularity_vitality",0.2231,19
"bridging","onion",0.223,19
"rumor","voterank_plus",0.223,19
"geodesic_kpath","nonbacktracking",0.2227,19
"access_information","second_order",0.2225,19
"geodesic_kpath","random_walk",0.2221,19
"fuzzy_local_dimension","shapley_game3",0.222,18
"geodesic_kpath","information",0.2219,19
"current_flow_betweenness","second_order",-0.2214,19
"geodesic_kpath","spanning_tree",0.2212,19
"geodesic_kpath","second_order",-0.2211,19
"expected_influence_2","neighborhood_connectivity",-0.2208,19
"current_flow_closeness","geodesic_kpath",0.2206,19
"flow_betweenness","modularity_vitality",-0.2206,19
"local_efficiency","single_discount",-0.2205,18
"authority","dmnc",0.2204,18
"dmnc","eigenvector",0.22,18
"dmnc","hub",0.2199,18
"lac","modularity_vitality",-0.2199,18
"modularity_vitality","redundancy",-0.2199,18
"dmnc","expected_influence_2",0.2195,18
"geodesic_kpath","local_dimension",-0.2194,19
"entropy_variation_betweenness","geodesic_kpath",0.2191,14
"centroid","rumor",0.2191,19
"diffusion","dmnc",0.2189,18
"clusterrank","local_information_dimension",0.2189,18
"bridging","community_hub_bridge",0.2188,19
"rumor","topological_coefficient",-0.2188,19
"communicability","dmnc",0.2186,18
"lac","participation",0.2184,18
"participation","redundancy",0.2184,18
"dmnc","weighted_h_index",0.2184,18
"geodesic_kpath","kpath",0.2183,19
"entropy","pagerank",-0.2182,5
"community_mediator","rumor",0.2182,19
"modularity_vitality","rumor",-0.2182,19
"clusterrank","epc",0.218,13
"access_information","participation",-0.218,19
"eccentricity","single_discount",-0.2179,18
"geodesic_kpath","laplacian",0.2177,19
"entropy","power",0.2175,4
"bridging","s_shell",0.2173,19
"communicability_betweenness","geodesic_kpath",0.2172,19
"bridging","infection",0.2169,14
"epc","geodesic_kpath",0.2166,14
"local_dimension_fixed","second_order",0.2161,19
"rumor","wvoterank",0.2159,19
"bridging","hub",0.2157,19
"harary","rumor",0.2157,19
"alpha","entropy",0.2155,4
"ncvoterank","shapley_game3",0.2155,18
"dmnc","mnc",0.2153,18
"dmnc","semilocal",0.2152,18
"communicability_betweenness","rumor",0.2151,19
"shapley_game3","single_discount",0.215,18
"centroid","clusterrank",0.2149,18
"average_distance","local_efficiency",0.2148,18
"barycenter","local_efficiency",-0.2148,18
"closeness","local_efficiency",-0.2148,18
"lin","local_efficiency",-0.2148,18
"local_efficiency","radiality",-0.2148,18
"local_efficiency","wiener",0.2148,18
"geodesic_kpath","markov",0.2142,19
"access_information","entropy_variation_degree",0.2133,19
"bottleneck","degree_discount",0.2129,19
"ncvoterank","participation",0.2129,19
"ncvoterank","rumor",0.2129,19
"collective_influence","geodesic_kpath",0.2127,19
"expected","neighborhood_connectivity",-0.2124,19
"entropy","gateway",-0.2123,5
"degree_discount","leverage",0.2122,19
"ego_betweenness","rumor",0.2122,19
"geodesic_kpath","onion",0.2117,19
"betweenness","rumor",0.2117,19
"percolation","rumor",0.2117,19
"degree_discount","geodesic_kpath",-0.2115,19
"clusterrank","hide_information",-0.2115,18
"dmnc","local_volume_dimension",-0.2114,18
"load","rumor",0.2111,19
"closeness_vitality","local_efficiency",0.2109,18
"average_distance","entropy",0.2108,5
"barycenter","entropy",-0.2108,5
"closeness","entropy",-0.2108,5
"entropy","lin",-0.2108,5
"entropy","radiality",-0.2108,5
"delta_betweenness","second_order",-0.2108,19
"enrenew","second_order",-0.2108,19
"entropy","wiener",0.2108,5
"bridging","local_dimension",-0.2105,19
"length_scaled_betweenness","rumor",0.2103,19
"degree_discount","transitivity",-0.2096,18
"geodesic_kpath","katz",0.2095,19
"integration","local_efficiency",-0.2093,18
"length_scaled_betweenness","second_order",-0.209,19
"dmnc","entropy",0.2087,5
"geodesic_kpath","rumor",-0.2078,19
"bridging","modularity_vitality",-0.2076,19
"flow_coefficient","rumor",0.2076,18
"dmnc","neighborhood_connectivity",0.2074,18
"degree_discount","within_module_z",0.2072,19
"clusterrank","neighborhood_connectivity",0.207,18
"rumor","voterank",0.2068,19
"degree_discount","local_dimension_fixed",-0.2063,19
"entropy_variation_degree","gateway",0.2062,19
"percolation","second_order",-0.2061,19
"betweenness","second_order",-0.206,19
"entropy","integration",-0.2058,5
"current_flow_betweenness","modularity_vitality",-0.2057,19
"degree_discount","topological_coefficient",-0.2054,19
"infection","modularity_vitality",-0.2052,14
"bridging","local_dimension_fixed",-0.2051,19
"delta_betweenness","rumor",0.2051,19
"local_dimension_fixed","participation",-0.2045,19
"eccentricity","ncvoterank",-0.2043,18
"fuzzy_local_dimension","geodesic_kpath",0.2041,19
"gateway","local_efficiency",-0.2039,18
"neighborhood_connectivity","semilocal",-0.2037,19
"load","second_order",-0.2032,19
"flow_coefficient","local_volume_dimension",-0.2026,18
"flow_coefficient","local_information_dimension",0.2024,18
"eccentricity","entropy_variation_betweenness",-0.2021,13
"dangalchev","local_efficiency",-0.2019,18
"decay","local_efficiency",-0.2019,18
"generalized_closeness","local_efficiency",-0.2019,18
"local_efficiency","residual_closeness",-0.2019,18
"lac","neighborhood_connectivity",-0.2015,18
"neighborhood_connectivity","redundancy",-0.2015,18
"neighborhood_connectivity","renewed_coreness",-0.2009,19
"shapley_game3","transitivity",-0.2001,17
"centroid","entropy",-0.1998,5
"dmnc","renewed_coreness",0.1998,18
"distance_entropy","rumor",-0.1996,19
"access_information","single_discount",0.1991,19
"dangalchev","entropy",-0.199,5
"decay","entropy",-0.199,5
"entropy","generalized_closeness",-0.199,5
"entropy","residual_closeness",-0.199,5
"bridging","local_information_dimension",0.1988,19
"flow_coefficient","s_shell",0.1983,18
"local_volume_dimension","neighborhood_connectivity",0.198,19
"participation","single_discount",0.1974,19
"closeness_vitality","rumor",-0.1971,19
"access_information","enrenew",0.1969,19
"community_mediator","entropy",-0.1968,5
"access_information","community_hub_bridge",0.1965,19
"rumor","transitivity",-0.1965,18
"flow_coefficient","onion",0.1964,18
"dmnc","kpath",0.1963,18
"degree_discount","flow_coefficient",0.1958,18
"community_hub_bridge","transitivity",-0.1956,18
"harmonic","local_efficiency",-0.1952,18
"local_efficiency","reaching_local",-0.1952,18
"dmnc","gravity",0.195,18
"effective_size","rumor",0.1949,19
"mnc","transitivity",-0.1948,18
"delta_closeness","local_efficiency",-0.1947,18
"gilschmidt","local_efficiency",-0.1947,18
"bridging","cross_clique",0.1945,19
"gateway","within_module_z",0.1941,19
"geodesic_kpath","infection",0.1939,14
"coreness","neighborhood_connectivity",-0.1933,19
"local_hindex","neighborhood_connectivity",-0.1933,19
"neighborhood_connectivity","s_core",-0.1933,19
"neighborhood_connectivity","weighted_kshell",-0.1933,19
"flow_coefficient","infection",0.1932,13
"kreach","local_dimension",-0.193,7
"geodesic_kpath","gravity",0.1928,19
"node_contraction_improved","rumor",0.1921,14
"diffusion","transitivity",-0.1915,18
"dmnc","katz",0.1914,18
"clusterrank","local_dimension_fixed",-0.1914,18
"neighborhood_connectivity","weighted_h_index",-0.1912,19
"kreach","local_efficiency",-0.191,6
"harary","local_efficiency",-0.1906,18
"rumor","semilocal",0.1906,19
"degree_discount","local_efficiency",-0.1905,18
"bridging","local_volume_dimension",-0.1905,19
"dmnc","laplacian",0.1904,18
"second_order","two_way_rw",-0.1904,14
"entropy_variation_degree","kreach",0.1898,7
"community_hub_bridge","gateway",0.1897,19
"entropy","local_bridging",0.1897,5
"semilocal","transitivity",-0.1893,18
"expected","rumor",0.1887,19
"expected_influence_2","transitivity",-0.1883,18
"enrenew","local_efficiency",-0.1881,18
"expected_influence_2","rumor",0.1876,19
"communicability","transitivity",-0.1875,18
"degree_discount","enrenew",0.1872,19
"diffusion","rumor",0.1869,19
"access_information","cross_clique",0.1867,19
"laplacian","rumor",0.1866,19
"current_flow_betweenness","rumor",0.1862,19
"degree","local_efficiency",-0.1861,18
"expected_influence_1","local_efficiency",-0.1861,18
"local_efficiency","strength",-0.1861,18
"collective_influence","second_order",-0.1859,19
"flow_coefficient","local_entropy",-0.1851,18
"bridging","coreness",0.1849,19
"bridging","local_hindex",0.1849,19
"bridging","s_core",0.1849,19
"bridging","weighted_kshell",0.1849,19
"degree_discount","dmnc",-0.1848,18
"authority","transitivity",-0.1848,18
"current_flow_closeness","local_efficiency",-0.1847,18
"local_efficiency","random_walk",-0.1847,18
"information","local_efficiency",-0.1845,18
"local_efficiency","spanning_tree",-0.1845,18
"hub","transitivity",-0.1845,18
"eigenvector","transitivity",-0.1843,18
"node_contraction","rumor",0.1842,19
"expected","transitivity",-0.1842,18
"eccentricity","modularity_vitality",0.1838,18
"access_information","voterank",0.1837,19
"local_entropy","rumor",-0.1836,19
"clusterrank","enrenew",0.1833,18
"leverage","second_order",-0.1833,19
"community_based","geodesic_kpath",0.1831,19
"hindex_strength","transitivity",-0.1829,18
"lobby","transitivity",-0.1829,18
"degree","geodesic_kpath",0.1825,19
"expected_influence_1","geodesic_kpath",0.1825,19
"geodesic_kpath","strength",0.1825,19
"local_efficiency","participation",-0.1824,18
"entropy","single_discount",-0.182,5
"entropy_variation_degree","local_entropy",-0.1816,19
"rumor","weighted_h_index",0.1816,19
"clusterrank","pagerank",0.1813,18
"degree_discount","entropy_variation_degree",0.1812,19
"access_information","local_efficiency",0.1809,18
"kpath","rumor",0.1798,19
"eccentricity","entropy_variation_degree",-0.1795,18
"cross_clique","flow_coefficient",0.1795,18
"community_mediator","geodesic_kpath",0.1792,19
"local_efficiency","two_way_rw",-0.1783,13
"eccentricity","local_efficiency",0.1782,17
"access_information","node_contraction_improved",0.1782,14
"clusterrank","local_bridging",-0.1771,18
"diversity","power",-0.1769,4
"alpha","diversity",-0.1768,4
"degree_discount","effective_size",0.1758,19
"subgraph","transitivity",-0.1758,18
"degree_discount","ego_betweenness",0.175,19
"local_efficiency","markov",-0.1746,18
"access_information","kreach",-0.1741,7
"community_hub_bridge","modularity_vitality",-0.1735,19
"access_information","topological_coefficient",-0.1734,19
"rumor","single_discount",0.1729,19
"participation","shapley_game2",0.1727,19
"transitivity","weighted_h_index",-0.1727,18
"delta_closeness","entropy",-0.172,5
"entropy","gilschmidt",-0.172,5
"kreach","power",-0.1719,6
"access_information","voterank_plus",0.1717,19
"alpha","kreach",-0.1714,6
"rumor","second_order",-0.1713,19
"access_information","shapley_game1",0.1712,19
"entropy","participation",-0.1707,5
"entropy","harmonic",-0.1703,5
"entropy","reaching_local",-0.1703,5
"communicability","rumor",0.1701,19
"clusterrank","distance_entropy",0.1699,18
"access_information","ncvoterank",0.1699,19
"degree_discount","delta_betweenness",0.1698,19
"access_information","wvoterank",0.1695,19
"access_information","epc",0.1694,14
"random_walk","rumor",0.1692,19
"authority","rumor",0.1689,19
"information","rumor",0.1689,19
"dmnc","rumor",-0.1688,18
"distance_entropy","flow_coefficient",0.1686,18
"comm_centrality","geodesic_kpath",0.1686,19
"modularity_vitality","wvoterank",-0.1686,19
"rumor","spanning_tree",0.1685,19
"dmnc","geodesic_kpath",0.1683,18
"markov","rumor",0.1683,19
"clusterrank","community_mediator",0.1681,18
"katz","rumor",0.1681,19
"current_flow_closeness","rumor",0.1679,19
"flow_betweenness","rumor",0.1679,19
"access_information","leverage",0.1678,19
"eigenvector","rumor",0.1678,19
"degree_discount","length_scaled_betweenness",0.1677,19
"degree_discount","load",0.1675,19
"epc","local_efficiency",-0.1675,13
"entropy","harary",-0.1673,5
"constraint","rumor",-0.1673,19
"degree_discount","flow_betweenness",0.1672,19
"neighborhood_connectivity","s_shell",-0.167,19
"local_dimension_fixed","modularity_vitality",0.1669,19
"access_information","neighborhood_connectivity",-0.1668,19
"eccentricity","shapley_game2",-0.1668,18
"geodesic_kpath","node_contraction_improved",0.1662,14
"community_hub_bridge","dmnc",0.1661,18
"access_information","mnc",0.1661,18
"distance_entropy","dmnc",0.1657,18
"coreness","flow_coefficient",0.1657,18
"flow_coefficient","local_hindex",0.1657,18
"flow_coefficient","s_core",0.1657,18
"flow_coefficient","weighted_kshell",0.1657,18
"clusterrank","node_contraction",0.1654,18
"betweenness","degree_discount",0.1653,19
"community_based","local_efficiency",-0.1652,18
"degree_discount","percolation",0.1652,19
"eccentricity","local_dimension_fixed",0.1636,18
"leverage","modularity_vitality",-0.1636,19
"local_information_dimension","neighborhood_connectivity",-0.1634,19
"alpha","transitivity",0.1633,17
"modularity_vitality","two_way_rw",-0.1632,14
"pagerank","rumor",0.1629,19
"access_information","transitivity",0.1629,18
"enrenew","entropy",-0.1628,5
"nonbacktracking","transitivity",-0.1624,18
"cross_clique","geodesic_kpath",0.1617,19
"modularity_vitality","transitivity",0.1615,18
"communicability_betweenness","dmnc",0.1608,18
"gravity","rumor",0.1605,19
"collective_influence","local_efficiency",-0.1604,18
"access_information","heatmap",-0.1592,19
"second_order","wvoterank",-0.159,19
"enrenew","modularity_vitality",-0.1588,19
"degree_discount","node_contraction",0.1586,19
"flow_coefficient","modularity_vitality",-0.1583,18
"rumor","subgraph",0.1583,19
"alpha","flow_coefficient",-0.1582,17
"clusterrank","flow_betweenness",0.1579,18
"geodesic_kpath","local_information_dimension",0.1575,19
"modularity_vitality","shapley_game2",-0.1573,19
"degree_discount","local_bridging",-0.1572,19
"centroid","geodesic_kpath",0.1571,19
"current_flow_betweenness","degree_discount",0.1568,19
"local_information_dimension","transitivity",-0.1564,18
"degree_discount","local_dimension",-0.1557,19
"degree","rumor",0.1554,19
"expected_influence_1","rumor",0.1554,19
"rumor","strength",0.1554,19
"collective_influence","entropy",-0.1551,5
"modularity_vitality","shapley_game1",-0.1551,19
"clusterrank","node_contraction_improved",0.1544,13
"degree","entropy",-0.1543,5
"entropy","expected_influence_1",-0.1543,5
"entropy","strength",-0.1543,5
"geodesic_kpath","harary",0.1542,19
"power","transitivity",0.1541,17
"entropy","flow_betweenness",-0.1535,5
"alpha","length_scaled_betweenness",-0.1534,18
"entropy","second_order",-0.1533,5
"alpha","percolation",-0.1531,18
"alpha","betweenness",-0.153,18
"comm_centrality","dmnc",0.1527,18
"alpha","load",-0.1527,18
"communicability_betweenness","local_efficiency",-0.1526,18
"degree","dmnc",0.1521,18
"dmnc","expected_influence_1",0.1521,18
"dmnc","strength",0.1521,18
"hub","rumor",0.1519,19
"dmnc","epc",0.1517,13
"clusterrank","collective_influence",0.1516,18
"gateway","geodesic_kpath",0.1515,19
"alpha","delta_betweenness",-0.1511,18
"alpha","bridging",-0.151,18
"access_information","local_bridging",-0.1508,19
"community_based","entropy",-0.1504,5
"clusterrank","degree_discount",-0.15,18
"dmnc","second_order",-0.15,18
"entropy","hide_information",0.1498,5
"nonbacktracking","rumor",0.1494,19
"alpha","topological_coefficient",0.1494,18
"length_scaled_betweenness","power",-0.1491,18
"community_based","rumor",0.1491,19
"flow_coefficient","power",-0.149,17
"percolation","power",-0.149,18
"diversity","entropy",-0.1489,5
"betweenness","power",-0.1489,18
"gateway","neighborhood_connectivity",-0.1487,19
"load","power",-0.1484,18
"access_information","gateway",-0.1482,19
"geodesic_kpath","harmonic",0.1482,19
"lac","local_efficiency",0.1482,18
"geodesic_kpath","reaching_local",0.1482,19
"local_efficiency","redundancy",0.1482,18
"degree_discount","kreach",-0.148,7
"dmnc","markov",0.1479,18
"community_based","dmnc",0.1475,18
"delta_closeness","geodesic_kpath",0.1475,19
"geodesic_kpath","gilschmidt",0.1475,19
"access_information","onion",0.147,19
"bridging","power",-0.147,18
"delta_betweenness","power",-0.147,18
"power","topological_coefficient",0.1469,18
"alpha","stress",-0.1463,18
"access_information","fragmentation",0.146,14
"local_volume_dimension","transitivity",0.1459,18
"local_dimension","local_efficiency",0.1456,18
"modularity_vitality","voterank",-0.1456,19
"degree_discount","heatmap",-0.1455,19
"comm_centrality","local_efficiency",-0.1452,18
"hide_information","rumor",-0.1452,19
"geodesic_kpath","participation",0.1441,19
"local_information_dimension","rumor",0.1441,19
"local_information_dimension","shapley_game3",0.1434,18
"power","stress",-0.1434,18
"geodesic_kpath","pagerank",0.1431,19
"access_information","node_contraction",0.1425,19
"local_bridging","rumor",-0.1424,19
"s_shell","transitivity",-0.1417,18
"shapley_game2","shapley_game3",0.1416,18
"entropy_variation_degree","shapley_game3",0.1413,18
"clusterrank","entropy_variation_degree",-0.1407,18
"geodesic_kpath","local_dimension_fixed",-0.1397,19
"ego_betweenness","geodesic_kpath",0.1393,19
"current_flow_closeness","entropy",-0.1392,5
"neighborhood_connectivity","second_order",-0.1392,19
"entropy_variation_betweenness","shapley_game3",0.1387,13
"local_dimension_fixed","shapley_game3",-0.1387,18
"effective_size","geodesic_kpath",0.1383,19
"alpha","heatmap",0.1383,18
"local_entropy","transitivity",0.1381,18
"entropy","markov",-0.1379,5
"dmnc","random_walk",0.1379,18
"dmnc","information",0.1378,18
"entropy","spanning_tree",-0.1377,5
"current_flow_closeness","dmnc",0.1376,18
"dmnc","spanning_tree",0.1376,18
"entropy","random_walk",-0.1375,5
"entropy","information",-0.1372,5
"heatmap","power",0.1371,18
"second_order","voterank",-0.1371,19
"second_order","single_discount",-0.1361,19
"access_information","flow_betweenness",0.1359,19
"bottleneck","geodesic_kpath",0.1358,19
"degree_discount","entropy_variation_betweenness",0.1355,14
"fuzzy_local_dimension","local_efficiency",-0.1355,18
"community_hub_bridge","entropy",-0.1353,5
"geodesic_kpath","local_bridging",-0.1348,19
"second_order","shapley_game1",-0.1348,19
"comm_centrality","rumor",0.1337,19
"degree_discount","pagerank",0.1336,19
"entropy","fuzzy_local_dimension",-0.1334,5
"access_information","pagerank",0.1333,19
"degree_discount","stress",0.133,19
"dangalchev","geodesic_kpath",0.1329,19
"decay","geodesic_kpath",0.1329,19
"generalized_closeness","geodesic_kpath",0.1329,19
"geodesic_kpath","residual_closeness",0.1329,19
"access_information","degree",0.1327,19
"access_information","expected_influence_1",0.1327,19
"access_information","strength",0.1327,19
"collective_influence","dmnc",0.132,18
"fuzzy_local_dimension","rumor",0.1318,19
"alpha","current_flow_betweenness",-0.1315,18
"dmnc","harary",0.1313,18
"local_efficiency","rumor",-0.131,18
"access_information","infection",0.1307,14
"entropy_variation_degree","participation",0.1304,19
"gravity","local_efficiency",-0.129,18
"alpha","fragmentation",-0.1287,14
"degree_discount","entropy",-0.1286,5
"power","voterank_plus",-0.1286,18
"bottleneck","dmnc",-0.1284,18
"dmnc","ego_betweenness",-0.1284,18
"betweenness","dmnc",-0.1283,18
"dmnc","percolation",-0.1283,18
"fragmentation","power",-0.1283,14
"alpha","bottleneck",-0.1278,18
"current_flow_betweenness","power",-0.1278,18
"access_information","local_dimension",-0.1277,19
"alpha","voterank_plus",-0.1276,18
"alpha","local_efficiency",0.1271,17
"modularity_vitality","ncvoterank",-0.1271,19
"dmnc","load",-0.1265,18
"clusterrank","geodesic_kpath",0.1262,18
"dmnc","fuzzy_local_dimension",0.1261,18
"katz","local_efficiency",-0.1261,18
"rumor","shapley_game1",0.1261,19
"fragmentation","geodesic_kpath",0.1256,14
"access_information","clusterrank",0.1249,18
"alpha","constraint",0.1247,18
"alpha","wvoterank",-0.1247,18
"access_information","coreness",0.1243,19
"access_information","local_hindex",0.1243,19
"access_information","s_core",0.1243,19
"access_information","weighted_kshell",0.1243,19
"distance_entropy","transitivity",-0.124,18
"access_information","community_based",0.1238,19
"alpha","ego_betweenness",-0.1238,18
"mnc","rumor",0.1238,18
"power","wvoterank",-0.1238,18
"bottleneck","power",-0.1237,18
"delta_closeness","dmnc",0.1236,18
"dmnc","gilschmidt",0.1236,18
"dmnc","reaching_local",0.1233,18
"dmnc","harmonic",0.1232,18
"entropy","node_contraction_improved",-0.1232,3
"degree_discount","node_contraction_improved",0.123,14
"community_hub_bridge","degree_discount",0.1229,19
"degree_discount","fuzzy_local_dimension",0.1228,19
"distance_entropy","shapley_game3",0.1228,18
"degree","degree_discount",0.1225,19
"degree_discount","expected_influence_1",0.1225,19
"degree_discount","strength",0.1225,19
"alpha","effective_size",-0.1221,18
"cross_clique","rumor",0.122,19
"bridging","distance_entropy",0.1214,19
"modularity_vitality","topological_coefficient",0.1205,19
"dmnc","local_dimension",-0.1204,18
"onion","transitivity",-0.1202,18
"alpha","leverage",-0.1201,18
"community_hub_bridge","geodesic_kpath",0.1199,19
"laplacian","local_efficiency",-0.1199,18
"constraint","power",0.1198,18
"dmnc","shapley_game2",-0.1198,18
"clusterrank","modularity_vitality",-0.1195,18
"leverage","rumor",0.1194,19
"access_information","hindex_strength",0.1192,19
"access_information","lobby",0.1192,19
"dmnc","length_scaled_betweenness",-0.1191,18
"ego_betweenness","power",-0.1189,18
"alpha","voterank",-0.1189,18
"effective_size","power",-0.118,18
"power","voterank",-0.118,18
"access_information","harary",0.1178,19
"alpha","shapley_game1",-0.1178,18
"local_efficiency","power",0.1172,17
"alpha","clusterrank",0.1171,17
"clusterrank","rumor",-0.117,18
"rumor","two_way_rw",0.1169,14
"geodesic_kpath","modularity_vitality",-0.1168,19
"geodesic_kpath","mnc",0.1166,18
"leverage","power",-0.1166,18
"current_flow_betweenness","geodesic_kpath",0.1162,19
"kreach","neighborhood_connectivity",0.1162,7
"community_based","degree_discount",0.116,19
"entropy","katz",-0.1159,5
"access_information","distance_entropy",0.1156,19
"second_order","topological_coefficient",0.1155,19
"average_distance","geodesic_kpath",-0.1154,19
"barycenter","geodesic_kpath",0.1154,19
"closeness","geodesic_kpath",0.1154,19
"geodesic_kpath","lin",0.1154,19
"geodesic_kpath","radiality",0.1154,19
"geodesic_kpath","wiener",-0.1154,19
"local_efficiency","renewed_coreness",-0.1152,18
"delta_betweenness","dmnc",-0.1149,18
"dangalchev","dmnc",0.1145,18
"decay","dmnc",0.1145,18
"dmnc","generalized_closeness",0.1145,18
"dmnc","residual_closeness",0.1145,18
"power","shapley_game1",-0.1144,18
"entropy","laplacian",-0.1143,5
"modularity_vitality","single_discount",-0.1143,19
"flow_betweenness","geodesic_kpath",0.1142,19
"access_information","gravity",0.114,19
"local_dimension","shapley_game3",-0.1138,18
"power","shapley_game3",-0.1133,17
"kpath","local_efficiency",-0.1132,18
"dmnc","local_information_dimension",0.113,18
"geodesic_kpath","integration",0.1127,19
"local_efficiency","modularity_vitality",0.1127,18
"alpha","dmnc",0.1125,17
"degree_discount","diversity",-0.1124,5
