config_1,config_2,networks,mean_tau_b,mean_abs_tau_b,median_tau_b,min_tau_b,max_tau_b,min_abs_tau_b,mean_spearman,mean_pearson,domain_balanced_tau_b,mean_tau_without_kite,networks_abs_tau_ge_099,mean_raw_tie_sensitivity,max_raw_tie_sensitivity
diffusion_centrality,dynamics_sensitive,19,0.9724079072630699,0.9724079072630699,0.978173578732351,0.90045699650015,1.0,0.90045699650015,0.9949091618388293,0.9976981488587346,0.9707540717745313,0.9708750132221293,4,0.0,0.0
degree,mdd,19,0.9721404466795665,0.9721404466795665,0.974278579257494,0.923481182099656,1.0,0.923481182099656,0.9920096065725219,0.9868896306828641,0.9715647018560539,0.9719315785535128,1,0.0,0.0
expected_influence_1,mdd,19,0.9721404466795665,0.9721404466795665,0.974278579257494,0.923481182099656,1.0,0.923481182099656,0.9920096065725219,0.9868896306828641,0.9715647018560539,0.9719315785535128,1,0.0,0.0
map_equation,mdd,19,0.9721404466795665,0.9721404466795665,0.974278579257494,0.923481182099656,1.0,0.923481182099656,0.9920096065725219,0.9883852100527003,0.9715647018560539,0.9719315785535128,1,0.0046457503112789485,0.030056974000940984
mdd,strength,19,0.9721404466795665,0.9721404466795665,0.974278579257494,0.923481182099656,1.0,0.923481182099656,0.9920096065725219,0.9868896306828641,0.9715647018560539,0.9719315785535128,1,0.0,0.0
diffusion,extended_coreness,19,0.9718310409106141,0.9718310409106141,0.980981882767064,0.918371601625338,1.0,0.918371601625338,0.9948782717894884,0.9968277120306732,0.959725495861182,0.9702660987389816,5,0.0,0.0
candidate_14,candidate_21,19,0.9717363352829681,0.9717363352829681,0.978593272171254,0.895796743743491,1.0,0.895796743743491,0.9932785633864455,0.9978947950213987,0.9754172525178361,0.9701661316875775,5,0.0,0.0
kpath,laplacian,19,0.97153321325313,0.97153321325313,0.974255636944577,0.932735427005694,1.0,0.932735427005694,0.9956232051844601,0.9954456038052926,0.9613683009438416,0.9699517251005261,4,0.0,0.0
cda,expected_influence_2,19,0.971531763762049,0.971531763762049,0.975240144718152,0.894272110428139,1.0,0.894272110428139,0.9946734395144181,0.9973392578074808,0.9751245690750913,0.9699501950821628,7,0.0,0.0
communicability,nonbacktracking,19,0.9710443242494,0.9710443242494,0.990990990990991,0.727281052233405,1.0,0.727281052233405,0.9904977955613801,0.9915338407453641,0.9633422008287844,0.9694356755965889,11,0.006548496452494153,0.10106685004900995
spectralrank,subgraph,19,0.9706416873331377,0.9706416873331377,0.981981981981982,0.885714285714286,1.0,0.885714285714286,0.9941652592554021,0.9717093941994911,0.9606002853142861,0.9690106699627564,5,0.007881927512423208,0.08888888888888902
extended_gravity,spectralrank,19,0.9705647013773855,0.9705647013773855,0.980769230769231,0.875912408759124,1.0,0.875912408759124,0.9944848208025178,0.996548435170702,0.9655885641594293,0.9689294070094624,5,0.002695818728609689,0.033908216920704004
dynamics_sensitive,kpath,19,0.9703580028023123,0.9703580028023123,0.974830590513069,0.941358024691358,1.0,0.941358024691358,0.995721170749915,0.9817034566782332,0.9686967179461308,0.9687112251802186,2,0.0,0.0
extended_mixed_gravity,ninl,19,0.9702654798422812,0.9702654798422812,0.977638015373864,0.883636363636363,1.0,0.883636363636363,0.9951382798493562,0.998288284348113,0.9699352155512935,0.9686135620557412,5,0.0018289234349090004,0.033908216920704004
graph_regularization,modified_expected_force,19,0.9700116015164647,0.9700116015164647,0.975274725274725,0.904761904761905,0.992727272727273,0.904761904761905,0.9944577356082624,0.9922864268046662,0.9642898865668185,0.9736365846694959,2,0.002882348856526536,0.010848332203310052
kpath,mcgm,19,0.9698265457398103,0.9698265457398103,0.973445143256464,0.923357664233577,1.0,0.923357664233577,0.9952583138308595,0.996822149386126,0.9616249936800927,0.9681502427253554,3,0.0030346825160580434,0.033908216920704004
betweenness,proximal_betweenness,19,0.9696278847228909,0.9696278847228909,0.980769230769231,0.9,1.0,0.9,0.9936438478439547,0.9940335435325921,0.9569841002557304,0.9734961005408292,7,4.983832206479092e-05,0.0009469281192310275
percolation,proximal_betweenness,19,0.9696278847228909,0.9696278847228909,0.980769230769231,0.9,1.0,0.9,0.9936438478439547,0.994033543532592,0.9569841002557304,0.9734961005408292,7,0.0,0.0
modified_expected_force,weighted_leaderrank,19,0.9694850043118888,0.9694850043118888,0.977777777777778,0.904761904761905,1.0,0.904761904761905,0.9942992338149621,0.9781553162667764,0.9599746842823025,0.9677897267736604,4,0.0017407598060810976,0.011696308796474986
authority,nonbacktracking,19,0.9692371982240259,0.9692371982240259,0.990990990990991,0.746420027292179,1.0,0.746420027292179,0.990570959378902,0.9921543115165486,0.956604193408569,0.9675281536809162,11,0.0034690986554890384,0.056120192551460946
hub,nonbacktracking,19,0.9692371982240259,0.9692371982240259,0.990990990990991,0.746420027292179,1.0,0.746420027292179,0.9905516592032705,0.9917200476140016,0.956604193408569,0.9675281536809162,11,0.005412918055052413,0.056120192551460946
diffusion,improved_global_structure,19,0.9687919705245801,0.9687919705245801,0.96978021978022,0.935420028271257,1.0,0.935420028271257,0.9948549861693705,0.9711233844483484,0.975279636916289,0.967058191109279,2,0.0,0.0
kpath,spectralrank,19,0.9687713323008614,0.9687713323008614,0.969924812030075,0.923809523809524,1.0,0.923809523809524,0.9953911030271958,0.9819752187801691,0.9673875423733835,0.9670364063175759,2,0.002492827131764469,0.033908216920704004
expected_force,kpath,19,0.9684510019312441,0.9684510019312441,0.972932330827068,0.925279329608938,1.0,0.925279329608938,0.995071352592271,0.9208537505172557,0.955615844098695,0.9666982798163132,5,0.0,0.0
load,proximal_betweenness,19,0.9683927497834817,0.9683927497834817,0.978851963746223,0.9,1.0,0.9,0.9935174843631261,0.9938677183506972,0.954813205820034,0.9721923469936751,5,0.00030792472600957153,0.001881469211317044
cda,extended_coreness,19,0.9682457819101984,0.9682457819101984,0.965394802233091,0.906765683462799,1.0,0.906765683462799,0.994213402356337,0.9969610432526879,0.9626353119981126,0.9664816586829872,5,0.0,0.0
diffusion_centrality,extended_mixed_gravity,19,0.9680430386827208,0.9680430386827208,0.972936400541272,0.876363636363636,1.0,0.876363636363636,0.9948626399114483,0.9977806572160828,0.965585571215129,0.9662676519428719,4,0.0018288763014440508,0.033908216920704004
communicability,spectralrank,19,0.9679623431816828,0.9679623431816828,0.981981981981982,0.873603351955307,1.0,0.873603351955307,0.992406211272666,0.9967074752015254,0.9488356697846518,0.966182473358443,6,0.006503253274046217,0.08888888888888902
mcgm,spectralrank,19,0.9677076368805341,0.9677076368805341,0.96969696969697,0.916058394160584,1.0,0.916058394160584,0.99467048464866,0.9884786294364513,0.9659897605336858,0.9659136167072304,3,0.006718231881631261,0.08888888888888902
diffusion,x_degree,19,0.9676988057060101,0.9676988057060101,0.978927936562943,0.839660058321016,0.999031007751938,0.839660058321016,0.993117186202485,0.9700886153400474,0.9627625234085767,0.9665696549086021,3,0.0,0.0
bridging_capital,modified_expected_force,14,0.9675972153935302,0.9675972153935302,0.975011470971838,0.899418447608201,1.0,0.899418447608201,0.989553832763453,0.9386898721575532,0.9744496404682792,0.9651046935007248,3,0.0,0.0
diffusion_centrality,extended_gravity,19,0.9675225905569877,0.9675225905569877,0.967676767676768,0.92,1.0,0.92,0.9952840001078538,0.995789099926922,0.9686703659399893,0.965718290032376,3,0.00011359654139273417,0.001291273905653978
diffusion_centrality,kpath,19,0.967455529296164,0.967455529296164,0.964705882352941,0.918721844299342,1.0,0.918721844299342,0.9948895692316,0.9832320689508547,0.962848922855504,0.9656475031459508,4,0.0,0.0
bridging_coefficient,local_bridging,19,0.9674499307412425,0.9674499307412425,0.964385474860335,0.904761904761905,1.0,0.904761904761905,0.9937908902944224,0.9769662315741872,0.958009716148686,0.9709325988512058,2,0.0008073896070725827,0.010582374625383029
local_bridging,malatya,19,-0.9674499307412425,0.9674499307412425,-0.964385474860335,-1.0,-0.904761904761905,0.904761904761905,-0.9937908902944224,-0.3001293764548094,-0.958009716148686,-0.9709325988512058,2,0.0008073896070725827,0.010582374625383029
bridging_capital,kpath,14,0.9673974813355004,0.9673974813355004,0.9706250021916589,0.921403254400185,1.0,0.921403254400185,0.9936669529229156,0.988029899934926,0.9635455095197818,0.9648895952843851,3,0.0,0.0
cda,expected,19,0.9673825761880418,0.9673825761880418,0.974204460021301,0.903082885856562,1.0,0.903082885856562,0.9935637876797598,0.994867206309811,0.9722704795009712,0.9655704970873774,5,0.0,0.0
controlrank,markov,14,0.9673190489321198,0.9673190489321198,0.9912457912457915,0.761904761904762,1.0,0.761904761904762,0.9875707774343234,0.989226464640703,0.917446097460922,0.9831201479342243,7,0.00868547787453207,0.05717727778527293
candidate_21,kpath,19,0.966701172216833,0.966701172216833,0.968374592165886,0.910421996702568,1.0,0.910421996702568,0.9943911302409643,0.9910562770411253,0.956760985562862,0.9648512373399905,4,0.0,0.0
candidate_18,proximal_betweenness,19,0.9665817290201956,0.9665817290201956,0.983805668016194,0.85,1.0,0.85,0.9925762533548217,0.994114328188403,0.949937486839303,0.9730584917435398,6,0.0008191241429452653,0.014624646892773985
dynamical_importance,nonbacktracking,14,0.9663405243806391,0.9663405243806391,0.984973695500011,0.727281052233405,1.0,0.727281052233405,0.9874678556676214,0.923584162273583,0.954202851864221,0.9637513339483806,4,0.006329399897090447,0.056120192551460946
bridging_capital,dynamics_sensitive,14,0.9662287016575024,0.9662287016575024,0.9742836890126421,0.914090530158913,1.0,0.914090530158913,0.9933501951313539,0.9600640776010896,0.9758813964802752,0.9636309094773102,4,0.0,0.0
nonbacktracking,subgraph,19,0.9661440205862788,0.9661440205862788,0.990977443609022,0.765559002350953,1.0,0.765559002350953,0.990025515686617,0.9399629238095706,0.951825352369221,0.9642631328410721,10,0.007747949774817105,0.10106685004900995
ninl,spectralrank,19,0.9659003084025791,0.9659003084025791,0.975642760487145,0.883211678832117,1.0,0.883211678832117,0.9936328612110914,0.9969323397653764,0.9631155840444553,0.9640058810916113,3,0.0024859720254034774,0.033908216920704004
dynamics_sensitive,extended_gravity,19,0.9655272332767618,0.9655272332767618,0.973737373737374,0.85036496350365,1.0,0.85036496350365,0.9930958968533256,0.9942565098500601,0.9574750054891139,0.9636120795699152,4,0.00010921656493689229,0.0013002945606059857
global_structure,gravity,19,0.9652963797318257,0.9652963797318257,0.988441391631201,0.886654478976234,1.0,0.886654478976234,0.9913585182952902,0.986155863040404,0.9437231704524951,0.9633684008280382,9,0.0010616442732224232,0.017459658157703006
eigenvector,spectralrank,19,0.9652394878273259,0.9652394878273259,0.981981981981982,0.860335195530726,1.0,0.860335195530726,0.9918405197355017,0.995611954951057,0.9434408077233681,0.9633083482621774,6,0.007570235355113849,0.08888888888888902
markov,modified_expected_force,19,0.9648897954286771,0.9648897954286771,0.976430976430976,0.902234636871508,1.0,0.902234636871508,0.9928286524963702,0.9601147863724968,0.9456265834839117,0.9682302337990534,2,0.0029568940649753695,0.010582374625383029
dynamical_importance,subgraph,14,0.9648234640029176,0.9648234640029176,0.9885812741022485,0.80952380952381,1.0,0.80952380952381,0.9892305069236231,0.9873770555296967,0.9407489594398705,0.9621175766185267,6,0.011903996966696005,0.08888888888888902
linerank,modified_expected_force,14,0.9648115495059381,0.9648115495059381,0.97996567996568,0.904761904761905,0.993265993265993,0.904761904761905,0.9904745484034624,0.9498155036994532,0.953407714224396,0.9694307529477867,1,0.004845601621794942,0.030678862928255946
controlrank,graph_regularization,14,0.9646600179019577,0.9646600179019577,0.9954679450092295,0.761904761904762,1.0,0.761904761904762,0.9859015975565368,0.9757389763748919,0.9118719708331962,0.980256576055588,9,0.008695482219379935,0.029027632950990978
dynamics_sensitive,ninl,19,0.964459590716793,0.964459590716793,0.97593984962406,0.864963503649635,1.0,0.864963503649635,0.9930262237498908,0.9962277148714358,0.9610639690631635,0.9624851235343925,3,0.0,0.0
dynamics_sensitive,subgraph,19,0.9641830544018382,0.9641830544018382,0.981954887218045,0.866666666666667,1.0,0.866666666666667,0.9920639271233354,0.9717508081673798,0.9530845575687525,0.9621932240908291,5,0.003814970033082206,0.033908216920704004
laplacian,spectralrank,19,0.9641694534575905,0.9641694534575905,0.971198743583248,0.892369997705832,1.0,0.892369997705832,0.9939385732755627,0.97074624808962,0.9498602091632242,0.9621788675385679,3,0.0024912812150686327,0.033908216920704004
dynamics_sensitive,laplacian,19,0.9641577165968949,0.9641577165968949,0.974459044583419,0.896412443901555,1.0,0.896412443901555,0.9941755297703572,0.9714396598126482,0.9500612948001692,0.9621664786300558,4,0.0,0.0
candidate_14,linerank,14,0.963813711423529,0.963813711423529,0.977692099072597,0.901459854014598,0.995788053459029,0.901459854014598,0.9908906600078843,0.9979332013566925,0.9467771021170652,0.9683561580898078,1,0.004845422038907659,0.030678862928255946
hub,spectralrank,19,0.9637479046182912,0.9637479046182912,0.981981981981982,0.860335195530726,1.0,0.860335195530726,0.9915510171010278,0.9949731627115808,0.9387174608947582,0.9617338993193073,6,0.007400528151730207,0.08888888888888902
candidate_21,linerank,14,0.9634774258279291,0.9634774258279291,0.9654257799637675,0.904761904761905,1.0,0.904761904761905,0.9918280168552519,0.9970550374520261,0.95346992127375,0.9679940043714694,4,0.004865540037661288,0.030678862928255946
semilocal,x_degree,19,0.9632806759858563,0.9632806759858563,0.986466165413534,0.805251255571699,0.999515855696629,0.805251255571699,0.9915914797241657,0.9628366270531646,0.9373217925233943,0.9619060735373286,7,0.0,0.0
dynamics_sensitive,mcgm,19,0.9632265513592047,0.9632265513592047,0.96969696969697,0.897810218978102,1.0,0.897810218978102,0.9937721755737717,0.9875782268094482,0.9593823295314067,0.9611835819902717,2,0.003036908568103633,0.033908216920704004
expected_influence_2,improved_global_structure,19,0.9629619587034245,0.9629619587034245,0.963855421686747,0.926001571164343,1.0,0.926001571164343,0.9933899197867492,0.9667266230602615,0.9714771978264338,0.9609042897425036,2,0.0,0.0
extended_coreness,x_degree,19,0.9628607101556236,0.9628607101556236,0.978048224485714,0.874009014771164,0.995788053459029,0.874009014771164,0.9927908696609529,0.9668799502849008,0.9519566607277107,0.961462776272083,2,0.0,0.0
extended_gravity,mcgm,19,0.961986219607335,0.961986219607335,0.967086156824782,0.872262773722628,1.0,0.872262773722628,0.9922002279589136,0.9829401665917665,0.9517616522261347,0.9598743429188535,2,0.0029931249779548037,0.033908216920704004
kpath,ninl,19,0.961953914888543,0.961953914888543,0.964385474860335,0.89051094890511,1.0,0.89051094890511,0.9932444705977879,0.9831846458166097,0.9527542276278489,0.959840243493462,2,0.0,0.0
candidate_21,modified_expected_force,19,0.961681853222517,0.961681853222517,0.967647311107854,0.88889036348768,1.0,0.88889036348768,0.9893285305840835,0.9260360993306442,0.972922977768275,0.9595530672904347,3,0.0,0.0
laplacian,mcgm,19,0.9616650908438733,0.9616650908438733,0.96739738286392,0.905109489051095,1.0,0.905109489051095,0.9929149055824172,0.9901580824988627,0.9465805695417563,0.9595353736685329,1,0.0030175993853221715,0.033908216920704004
extended_gravity,hub,19,0.9613993655409095,0.9613993655409095,0.972241251947914,0.840083798882681,1.0,0.840083798882681,0.9913190454290608,0.9962501986784447,0.9443140451339684,0.9592548858487379,5,0.003547264977949847,0.033908216920704004
communicability,extended_gravity,19,0.9613309428335571,0.9613309428335571,0.972241251947914,0.850558659217877,1.0,0.850558659217877,0.9913143900471326,0.9966173849582106,0.9451026642326436,0.9591826618798659,4,0.002992643837819778,0.033908216920704004
extended_gravity,extended_mixed_gravity,19,0.9612559717870055,0.9612559717870055,0.966360856269113,0.898181818181818,1.0,0.898181818181818,0.9919984395514538,0.9954312965266938,0.9691629409047562,0.9591035257751724,3,0.0019444686813112153,0.033908216920704004
eigenvector,extended_gravity,19,0.9611862822253332,0.9611862822253332,0.972241251947914,0.840083798882681,1.0,0.840083798882681,0.9911067434971133,0.9964921988772579,0.9436392813013098,0.9590299645711851,5,0.004067697520595051,0.033908216920704004
dynamical_importance,extended_gravity,14,0.9610795248193007,0.9610795248193007,0.965164257889114,0.876363636363636,1.0,0.876363636363636,0.9921817045215742,0.9554700182456991,0.9569734271060137,0.958085642113093,3,0.004597003196578924,0.033908216920704004
authority,spectralrank,19,0.9607647382002217,0.9607647382002217,0.981981981981982,0.846153846153846,1.0,0.846153846153846,0.9905088076169215,0.9938181697746478,0.9292707672375382,0.9585850014335673,6,0.005429599423674322,0.08888888888888902
candidate_21,mcgm,19,0.9605134044151303,0.9605134044151303,0.96978021978022,0.905775540884473,1.0,0.905775540884473,0.9926414731739461,0.9826741482437098,0.940837147909042,0.9583197046604154,1,0.003015883602851853,0.033908216920704004
pagerank,random_walk_decay,14,0.9603347922335718,0.9603347922335718,0.966158609192665,0.904761904761905,0.990825688073395,0.904761904761905,0.9905681742142223,0.9966363109597236,0.9477522165925483,0.9646096297313923,1,0.003666626000813411,0.030678862928255946
communicability,dynamics_sensitive,19,0.9602672048789728,0.9602672048789728,0.981954887218045,0.864963503649635,1.0,0.864963503649635,0.9907773896702964,0.9943812044550114,0.9382153717044289,0.958059827372249,5,0.0028117563126234314,0.033908216920704004
extended_coreness,semilocal,19,0.9602606537182934,0.9602606537182934,0.971386643774489,0.856843575418994,1.0,0.856843575418994,0.9915325993446475,0.9933828599197709,0.9358298489763709,0.9580529122581987,5,0.0,0.0
improved_global_structure,laplacian,19,0.9601959175514942,0.9601959175514942,0.968284151814193,0.87956204379562,1.0,0.87956204379562,0.9920731009930412,0.9882196519044758,0.9477504031178399,0.9579845796376883,4,0.0,0.0
diffusion_centrality,hub,19,0.9601385392696087,0.9601385392696087,0.966917293233083,0.848961074579916,1.0,0.848961074579916,0.991836023871696,0.9950468432747106,0.9447420713129542,0.9579240136734758,4,0.003480079216763328,0.033908216920704004
diffusion_centrality,mcgm,19,0.9600727245488417,0.9600727245488417,0.966360856269113,0.889498087820635,1.0,0.889498087820635,0.992337612967931,0.9885775036017578,0.9538581536269429,0.957854542579333,2,0.0030244915600535246,0.033908216920704004
